age,MonthlyIncome,TotalTimesPastDue,RevolvingUtilizationOfUnsecuredLines,DebtRatio,PD,LGD,EAD,ExpectedLoss,ExpectedLossRate,InterestRate
58,2416.0,0,0.04656027,0.241621845,0.011922802217304707,0.4,24160.0,115.22196062803269,0.004769120886921883,0.07476912088692189
50,4676.0,0,0.392248482,1.595253368,0.0745631843805313,0.4,46760.0,1394.6298006534576,0.02982527375221252,0.09982527375221252
58,8333.0,0,0.052436094,0.097672186,0.009830200392752887,0.4,83330.0,327.6602394912393,0.003932080157101155,0.07393208015710116
69,2500.0,0,0.034421473,0.042383047,0.013822242245078087,0.75,25000.0,259.16704209521413,0.010366681683808564,0.08036668168380857
24,3400.0,0,0.452515828,0.011761247,0.05189512148499489,0.75,34000.0,1323.3255978673697,0.03892134111374616,0.10892134111374617
58,5500.0,2,0.392994586,0.436102527,0.1334738701581955,0.4,55000.0,2936.4251434803014,0.053389548063278204,0.1233895480632782
28,4200.0,1,0.704073982,0.155201143,0.1334738701581955,0.75,42000.0,4204.426909983158,0.10010540261864662,0.1701054026186466
24,750.0,0,0.9999999,0.472703063,0.07620454654097557,0.75,7500.0,428.6505742929875,0.05715340990573167,0.12715340990573168
62,5400.0,0,0.083418009,5.0,0.003951712138950824,0.4,54000.0,85.35698220133781,0.0015806848555803298,0.07158068485558033
57,7000.0,0,0.186868556,0.313812313,0.01213616579771042,0.4,70000.0,339.8126423358918,0.004854466319084168,0.07485446631908417
42,2230.0,2,0.693329681,0.257731959,0.23869877457618713,0.75,22300.0,3992.2370047867294,0.17902408093214034,0.24902408093214032
64,11000.0,0,0.0,0.073538769,0.004787731263786554,0.4,100000.0,191.50925055146217,0.0019150925055146217,0.07191509250551463
50,4000.0,3,0.881836362,0.567858035,0.3965142905712128,0.4,40000.0,6344.228649139405,0.15860571622848513,0.2286057162284851
75,3400.0,1,0.9999999,0.134078212,0.2140723556280136,0.4,34000.0,2911.384036540985,0.08562894225120544,0.15562894225120544
26,1000.0,0,0.363636364,0.00999001,0.04873955249786377,0.75,10000.0,365.54664373397827,0.03655466437339783,0.10655466437339783
52,3500.0,0,0.304490668,0.808340474,0.046729689836502074,0.4,35000.0,654.215657711029,0.01869187593460083,0.08869187593460083
41,5700.0,1,0.71998531,0.539554464,0.15910422205924987,0.4,57000.0,3627.5762629508977,0.06364168882369996,0.13364168882369995
81,5400.0,0,0.07289757,5.0,0.003951712232083082,0.75,54000.0,160.04434539936486,0.002963784174062312,0.07296378417406231
31,9250.0,0,0.469056842,0.048211004,0.039103641360998156,0.75,92500.0,2712.815119419247,0.029327731020748614,0.09932773102074861
28,3661.0,0,0.718705378,0.170125614,0.0683842234313488,0.75,36610.0,1877.6598148662595,0.051288167573511595,0.1212881675735116
68,1.0,0,0.368875933,5.0,0.015720582753419875,0.4,1000.0,6.28823310136795,0.00628823310136795,0.07628823310136795
70,16800.0,0,0.000602723,0.177787036,0.006066793482750655,0.4,100000.0,242.6717393100262,0.002426717393100262,0.07242671739310026
62,3133.0,0,0.061440132,0.011167837,0.008981461916118861,0.75,31330.0,211.04190137400295,0.006736096437089146,0.07673609643708915
31,1937.0,0,0.140110634,0.689370485,0.021776002086699008,0.4,19370.0,168.72046416774393,0.008710400834679603,0.0787104008346796
38,13000.0,0,0.834048027,0.393662026,0.07566546499729157,0.4,100000.0,3026.618599891663,0.03026618599891663,0.10026618599891664
70,6900.0,1,7.96e-05,0.256339661,0.033695778250694274,0.4,69000.0,930.003479719162,0.01347831130027771,0.08347831130027772
73,0.0,1,0.818977517,5.0,0.08150650262832641,0.4,1000.0,32.602601051330566,0.03260260105133057,0.10260260105133057
31,3000.0,0,0.728150491,0.824725092,0.12537289261817933,0.4,30000.0,1504.474711418152,0.050149157047271735,0.12014915704727175
62,5400.0,0,0.9999999,0.0,0.05269037857651711,0.75,54000.0,2133.960332348943,0.039517783932387834,0.10951778393238784
51,5750.0,0,0.028562367,0.306381499,0.006133926659822464,0.4,57500.0,141.08031317591667,0.0024535706639289855,0.07245357066392899
29,2231.0,0,0.992015968,0.008064516,0.12054102271795272,0.75,22310.0,2016.9526626281438,0.09040576703846454,0.16040576703846451
55,13793.0,0,0.070853769,0.073147745,0.005335324350744486,0.4,100000.0,213.41297402977946,0.0021341297402977947,0.0721341297402978
46,13000.0,1,0.454971915,0.016921775,0.06873281002044677,0.75,100000.0,5154.960751533507,0.05154960751533507,0.12154960751533508
64,3216.0,0,0.401199782,0.351258937,0.016565308533608915,0.4,32160.0,213.09612897634508,0.006626123413443566,0.07662612341344358
43,5400.0,0,0.541108804,5.0,0.046549472212791446,0.4,54000.0,1005.4685997962953,0.01861978888511658,0.08861978888511658
35,5813.0,0,0.655569945,0.261609907,0.060409927368164064,0.75,58130.0,2633.7218084335327,0.04530744552612305,0.11530744552612306
58,7783.0,0,0.651603452,0.241135663,0.031394099444150926,0.4,77830.0,977.3611038953067,0.01255763977766037,0.08255763977766037
69,5600.0,0,0.027399502,0.00803428,0.0025629041250795127,0.75,56000.0,107.64197325333954,0.0019221780938096346,0.07192217809380964
72,5400.0,0,0.101155821,5.0,0.006346987001597882,0.4,54000.0,137.09491923451424,0.0025387948006391527,0.07253879480063916
46,3326.0,0,0.009788862,1.051397656,0.01539201121777296,0.4,33260.0,204.77531724125149,0.006156804487109185,0.0761568044871092
60,4500.0,0,0.337520702,0.549877805,0.029316479712724684,0.4,45000.0,527.6966348290443,0.011726591885089874,0.08172659188508988
67,3720.0,0,0.0,0.540983607,0.007968385238200426,0.4,37200.0,118.56957234442235,0.003187354095280171,0.07318735409528017
55,7723.0,2,0.750873672,0.316416365,0.2107965111732483,0.4,77230.0,6511.925823163987,0.08431860446929933,0.15431860446929932
27,764.0,1,0.006799093,0.681045752,0.03806433603167534,0.75,7640.0,218.10864546149972,0.028548252023756507,0.09854825202375651
31,2000.0,1,0.004264079,0.111444278,0.05536952391266823,0.75,20000.0,830.5428586900234,0.041527142934501174,0.11152714293450118
64,9455.0,0,0.26948375,0.16106176,0.01219692211598158,0.4,94550.0,461.2875944264233,0.004878768846392632,0.07487876884639263
36,8384.0,0,0.265898391,0.262611807,0.015420046634972095,0.4,83840.0,517.1266839504242,0.006168018653988838,0.07616801865398884
67,5400.0,0,0.142013011,5.0,0.004687821120023727,0.4,54000.0,101.2569361925125,0.0018751284480094906,0.07187512844800949
56,6793.0,1,0.827708197,0.369590815,0.1334738701581955,0.4,67930.0,3626.7519999384886,0.053389548063278204,0.1233895480632782
31,0.0,0,0.059668871,5.0,0.018375820852816104,0.4,1000.0,7.350328341126442,0.007350328341126442,0.07735032834112644
49,10257.0,1,0.13306279,0.182881653,0.04567984342575073,0.4,100000.0,1827.1937370300293,0.018271937370300292,0.0882719373703003
36,8600.0,0,0.234218112,0.116614347,0.03354313522577286,0.75,86000.0,2163.5322220623493,0.025157351419329642,0.09515735141932964
29,4800.0,0,0.122295933,0.694646949,0.016742019169032573,0.4,48000.0,321.4467680454254,0.00669680766761303,0.07669680766761304
37,4975.0,0,0.460376317,0.074155949,0.035620754957199095,0.75,49750.0,1329.099419340491,0.026715566217899316,0.09671556621789933
69,15000.0,0,0.335558577,0.270448637,0.017039484158158303,0.4,100000.0,681.5793663263322,0.006815793663263322,0.07681579366326333
41,1042.0,0,0.270522569,2.797698945,0.030716023594141006,0.4,10420.0,128.02438634037972,0.012286409437656402,0.0822864094376564
52,10833.0,0,0.183316667,0.111131623,0.013935383968055248,0.4,100000.0,557.4153587222099,0.005574153587222099,0.07557415358722211
66,4500.0,0,0.074861676,0.208842479,0.004123746277764439,0.4,45000.0,74.22743299975991,0.0016494985111057759,0.07164949851110577
53,12414.0,0,0.017258977,2.604510673,0.011320420540869236,0.4,100000.0,452.8168216347695,0.004528168216347695,0.0745281682163477
56,4950.0,0,0.054497069,0.492021814,0.01824937146157026,0.4,49500.0,361.3375549390912,0.0072997485846281055,0.07729974858462811
31,3300.0,0,0.029164236,0.395031809,0.018249370530247687,0.4,33000.0,240.89169099926949,0.007299748212099075,0.07729974821209908
58,4886.0,0,0.0,0.316144874,0.009482165053486823,0.4,48860.0,185.31943380534648,0.0037928660213947295,0.07379286602139473
58,5400.0,1,0.360509632,5.0,0.052336344867944716,0.4,54000.0,1130.465049147606,0.020934537947177888,0.09093453794717789
64,3200.0,1,0.003749688,0.004061231,0.038914500176906584,0.75,32000.0,933.9480042457579,0.029185875132679936,0.09918587513267994
45,4716.0,0,0.734477501,0.591477634,0.1069708913564682,0.4,47160.0,2017.8988945484161,0.04278835654258728,0.11278835654258729
60,4916.0,0,0.080564168,0.487288997,0.014140461198985576,0.4,49160.0,278.05802901685234,0.00565618447959423,0.07565618447959423
51,0.0,0,0.039387786,5.0,0.009348843898624181,0.75,1000.0,7.011632923968135,0.007011632923968136,0.07701163292396813
83,10500.0,0,0.023767433,0.123797734,0.006436330545693636,0.75,100000.0,482.72479092702264,0.004827247909270227,0.07482724790927023
52,5400.0,1,0.784835658,5.0,0.14703703820705413,0.4,54000.0,3176.0000252723694,0.058814815282821654,0.12881481528282165
34,3050.0,0,0.888822236,0.368403802,0.10388635396957398,0.75,30500.0,2376.4003470540047,0.07791476547718049,0.14791476547718047
44,3100.0,0,0.791173628,0.51241535,0.06714265197515487,0.4,31000.0,832.5688844919204,0.02685706079006195,0.09685706079006196
37,6500.0,2,0.24535301,0.288417167,0.13122978657484055,0.4,65000.0,3411.9744509458546,0.05249191462993622,0.12249191462993622
48,5400.0,2,0.542242704,5.0,0.3403492748737335,0.75,54000.0,13784.145632386206,0.2552619561553001,0.3252619561553002
57,5714.0,0,0.010531379,0.280664917,0.005516716791316867,0.4,57140.0,126.0900789823383,0.0022066867165267466,0.07220668671652675
32,2900.0,0,0.363199686,0.480523957,0.029316479712724684,0.4,29000.0,340.07116466760635,0.011726591885089874,0.08172659188508988
75,7500.0,0,0.032617977,0.006799093,0.0034121610689908264,0.75,75000.0,191.93406013073397,0.0025591208017431196,0.07255912080174312
61,5400.0,0,0.013024674,5.0,0.0034762430004775524,0.75,54000.0,140.78784151934087,0.0026071822503581643,0.07260718225035817
34,4000.0,0,0.019387779,0.32591852,0.014476838894188404,0.4,40000.0,231.6294223070145,0.0057907355576753625,0.07579073555767536
52,2690.0,0,0.634485057,0.138238573,0.055369524657726286,0.75,26900.0,1117.0801599696279,0.04152714349329471,0.11152714349329472
44,4908.0,0,0.888008615,0.299246282,0.08703733086585999,0.75,49080.0,3203.8441491723065,0.065277998149395,0.135277998149395
57,8333.0,0,0.003108849,0.258939285,0.003951712138950824,0.4,83330.0,131.71846901550887,0.0015806848555803296,0.07158068485558033
46,6250.0,0,0.114830941,0.026235802,0.013722214475274086,0.75,62500.0,643.2288035284728,0.010291660856455564,0.08029166085645557
80,10060.0,0,0.018886792,0.003478779,0.004059664439409971,0.75,100000.0,304.47483295574784,0.0030447483295574784,0.07304474832955749
32,3000.0,0,0.635415157,0.519493502,0.05797094628214836,0.4,30000.0,695.6513553857804,0.023188378512859348,0.09318837851285935
62,8314.0,0,0.9999999,0.664221287,0.049657199531793594,0.4,83140.0,1651.3998276293278,0.01986287981271744,0.08986287981271744
61,5400.0,0,0.041257909,5.0,0.01922054644674063,0.4,54000.0,415.1638032495976,0.007688218578696252,0.07768821857869626
47,8000.0,0,0.096737158,0.009748781,0.012191597372293472,0.75,80000.0,731.4958423376083,0.009143698029220104,0.07914369802922011
58,3833.0,0,0.31844615,1.382629108,0.11170289367437362,0.4,38330.0,1712.6287658154965,0.044681157469749454,0.11468115746974947
52,3500.0,0,0.186987534,0.023993145,0.01824937090277672,0.75,35000.0,479.0459861978889,0.01368702817708254,0.08368702817708254
68,10000.0,0,0.006541851,0.108089191,0.004033194435760379,0.4,100000.0,161.32777743041515,0.0016132777743041516,0.07161327777430415
39,3097.0,1,0.180972181,0.384441575,0.0793333739042282,0.4,30970.0,982.7818359255791,0.031733349561691285,0.10173334956169129
74,5400.0,0,0.00750765,5.0,0.0011897056829184294,0.75,54000.0,48.18308015819639,0.000892279262188822,0.07089227926218883
46,10200.0,0,0.06790706,0.149103029,0.009187563508749007,0.4,100000.0,367.5025403499603,0.0036750254034996033,0.0736750254034996
44,4067.0,0,0.033461782,1.243362832,0.015633547306060792,0.4,40670.0,254.326547574997,0.006253418922424318,0.07625341892242432
68,5400.0,0,0.007520592,5.0,0.0011897056829184294,0.75,54000.0,48.18308015819639,0.000892279262188822,0.07089227926218883
68,8168.0,0,0.015271802,0.12290366,0.0026269860565662382,0.75,81680.0,160.92916582524774,0.0019702395424246785,0.07197023954242468
31,500.0,0,0.51712072,0.123752495,0.038907263427972794,0.75,5000.0,145.90223785489798,0.029180447570979595,0.0991804475709796
34,4500.0,0,0.317975796,0.297933792,0.0375285841524601,0.4,45000.0,675.5145147442818,0.01501143366098404,0.08501143366098404
67,4145.0,0,0.297594642,0.239507959,0.016742019355297087,0.75,41450.0,520.4675267077982,0.012556514516472817,0.08255651451647282
58,14000.0,1,0.444837661,0.366545247,0.04517900347709656,0.4,100000.0,1807.1601390838625,0.018071601390838625,0.08807160139083862
39,5400.0,0,0.277956679,5.0,0.02226780652999878,0.4,54000.0,480.98462104797363,0.008907122611999512,0.07890712261199952
58,3228.0,0,0.003722015,0.63332301,0.0056584574282169346,0.4,32280.0,73.06200231313707,0.002263382971286774,0.07226338297128677
61,3300.0,0,0.0,0.2226598,0.013663214445114136,0.4,33000.0,180.35443067550662,0.005465285778045655,0.07546528577804566
59,19167.0,0,0.0,0.218854341,0.009135480504482985,0.4,100000.0,365.4192201793194,0.003654192201793194,0.0736541922017932
36,12000.0,0,0.151912549,0.266394467,0.02065538801252842,0.4,100000.0,826.2155205011368,0.008262155205011367,0.07826215520501137
59,4500.0,0,0.0,0.351699622,0.009684658981859684,0.4,45000.0,174.3238616734743,0.0038738635927438735,0.07387386359274388
43,5400.0,1,0.175727593,5.0,0.05329596623778343,0.4,54000.0,1151.1928707361224,0.021318386495113376,0.09131838649511338
77,1000.0,0,0.011498563,0.001998002,0.004599215555936098,0.75,10000.0,34.494116669520736,0.0034494116669520737,0.07344941166695208
48,4550.0,0,0.0,0.517468688,0.0149851867929101,0.4,45500.0,272.7303996309638,0.005994074717164039,0.07599407471716405
81,2751.0,0,0.163037489,0.086482558,0.010201769322156906,0.75,27510.0,210.4880055394024,0.00765132699161768,0.07765132699161768
51,3150.0,0,0.047311582,0.100920343,0.011632234603166581,0.75,31500.0,274.8115424998105,0.008724175952374937,0.07872417595237494
53,7943.0,0,0.083880003,0.199647533,0.008068295475095511,0.4,79430.0,256.3458838347346,0.0032273181900382046,0.07322731819003821
56,2700.0,0,0.089478348,1.065901518,0.015321564860641956,0.4,27000.0,165.47290049493313,0.0061286259442567825,0.07612862594425679
63,4139.0,0,0.773519223,1.129227053,0.06724914014339448,0.4,41390.0,1113.376764214039,0.026899656057357793,0.0968996560573578
55,9450.0,0,0.093962275,0.112051635,0.008710932359099388,0.4,94500.0,329.2732431739569,0.0034843729436397556,0.07348437294363976
54,5417.0,0,0.21955042,0.315983758,0.020025864616036414,0.4,54170.0,433.920434500277,0.008010345846414565,0.07801034584641457
55,6799.0,0,0.147996253,0.323088235,0.009190710447728633,0.4,67990.0,249.95056133642794,0.0036762841790914536,0.07367628417909146
72,5400.0,0,0.576518559,5.0,0.022936372086405754,0.4,54000.0,495.42563706636435,0.009174548834562302,0.0791745488345623
53,8639.0,0,0.243872021,0.534027778,0.022267806716263293,0.4,86390.0,769.4863288871944,0.008907122686505318,0.07890712268650532
27,5400.0,0,0.362483818,5.0,0.038019876927137375,0.75,54000.0,1539.8050155490637,0.02851490769535303,0.09851490769535304
31,3800.0,0,0.116676791,0.343593791,0.01315568070858717,0.4,38000.0,199.96634677052498,0.005262272283434868,0.07526227228343488
38,5821.0,0,0.9999999,0.43369976,0.07001067101955413,0.4,58210.0,1630.1284640192985,0.028004268407821654,0.09800426840782166
40,12500.0,0,0.496911825,0.452363811,0.03962659165263176,0.4,100000.0,1585.0636661052704,0.015850636661052703,0.0858506366610527
48,3937.0,1,0.130902106,0.427882174,0.066459172219038,0.4,39370.0,1046.5990441054107,0.02658366888761521,0.09658366888761521
50,3500.0,0,0.54699881,0.748071979,0.07160606235265732,0.4,35000.0,1002.4848729372025,0.02864242494106293,0.09864242494106293
34,2083.0,0,0.072277109,0.025911708,0.01524333618581295,0.75,20830.0,238.13901956286279,0.011432502139359712,0.08143250213935972
48,3000.0,2,0.0,0.370876375,0.16406801640987395,0.4,30000.0,1968.8161969184878,0.06562720656394959,0.13562720656394958
57,3500.0,1,0.175932019,0.655812625,0.06429761946201325,0.4,35000.0,900.1666724681854,0.0257190477848053,0.0957190477848053
30,4000.0,0,0.050789842,0.315171207,0.01177046298980713,0.4,40000.0,188.32740783691406,0.004708185195922852,0.07470818519592286
28,3166.0,0,0.0,0.144616356,0.02358075063675642,0.75,31660.0,559.9249238697812,0.017685562977567314,0.08768556297756731
36,9583.0,0,0.21286031,0.563752087,0.028923142328858377,0.4,95830.0,1108.6818917497994,0.011569256931543353,0.08156925693154336
60,6825.0,0,0.012682366,0.412979783,0.011681265942752362,0.4,68250.0,318.8985602371395,0.004672506377100945,0.07467250637710095
58,12000.0,0,0.121557062,0.342971419,0.011681265942752362,0.4,100000.0,467.2506377100945,0.004672506377100945,0.07467250637710095
49,3100.0,0,0.040795358,0.801999355,0.015321564488112926,0.4,31000.0,189.9873996526003,0.0061286257952451705,0.07612862579524518
40,6800.0,0,0.147712223,0.034847816,0.014507940039038658,0.75,68000.0,739.9049419909716,0.010880955029278994,0.080880955029279
63,5400.0,0,0.0,2.0,0.008233060222119093,0.75,54000.0,333.4389389958232,0.006174795166589319,0.07617479516658933
50,3477.0,1,0.0,0.726566993,0.0716060645878315,0.4,34770.0,995.8971462875605,0.0286424258351326,0.09864242583513261
38,5400.0,0,0.070771911,5.0,0.008992659952491521,0.4,54000.0,194.24145497381687,0.0035970639809966088,0.07359706398099661
47,5416.0,1,1.046279103,1.104301274,0.3965142726898193,0.4,54160.0,8590.085203552248,0.15860570907592775,0.22860570907592773
63,5146.0,0,0.323719804,0.610841267,0.026491258293390274,0.4,51460.0,545.2960607111454,0.01059650331735611,0.08059650331735611
42,6916.0,0,0.36459777,0.593899089,0.03333476111292839,0.4,69160.0,922.1728314280512,0.013333904445171359,0.08333390444517136
54,1875.0,2,0.637736406,3.382196162,0.2497560501098633,0.4,18750.0,1873.1703758239748,0.09990242004394533,0.1699024200439453
63,5400.0,0,0.081379827,5.0,0.0034762430004775524,0.4,54000.0,75.08684881031513,0.001390497200191021,0.07139049720019103
29,1.0,0,0.020966389,5.0,0.008190439827740193,0.4,1000.0,3.2761759310960774,0.0032761759310960775,0.07327617593109607
36,7734.0,0,0.170103002,0.138461538,0.01348650399595499,0.75,77340.0,782.2846642853692,0.010114877996966243,0.08011487799696625
33,5000.0,0,0.771845631,0.852429514,0.11119658797979355,0.4,50000.0,2223.931759595871,0.04447863519191742,0.11447863519191742
72,4500.0,0,0.05538241,0.089091313,0.003476243047043681,0.75,45000.0,117.32320283772422,0.0026071822852827605,0.07260718228528276
29,5400.0,0,0.9999999,5.0,0.11456714868545533,0.75,54000.0,4639.969521760941,0.0859253615140915,0.15592536151409148
53,7506.0,0,0.16653274,0.543625949,0.02356589548289776,0.4,75060.0,707.5424459785223,0.009426358193159104,0.0794263581931591
79,4200.0,0,0.008632035,0.365151154,0.0063541484996676445,0.4,42000.0,106.74969479441643,0.002541659399867058,0.07254165939986706
58,9455.0,0,0.13527952,0.342005076,0.010097651183605194,0.4,94550.0,381.89316776394844,0.004039060473442078,0.07403906047344208
69,5000.0,0,0.167571389,0.330733853,0.008655702136456967,0.4,50000.0,173.11404272913933,0.0034622808545827864,0.07346228085458278
69,2255.0,1,0.9999999,0.005319149,0.27112709581851957,0.75,22550.0,4585.437008030713,0.2033453218638897,0.2733453218638897
75,10065.0,0,0.068335151,0.010927876,0.00845006126910448,0.75,100000.0,633.754595182836,0.006337545951828361,0.07633754595182836
41,2400.0,0,0.0,0.907538526,0.017682851292192936,0.4,24000.0,169.7553724050522,0.007073140516877176,0.07707314051687718
35,5400.0,0,0.946963874,5.0,0.08833959400653839,0.4,54000.0,1908.1352305412292,0.035335837602615355,0.10533583760261536
46,7700.0,0,0.405183973,0.667835346,0.06309203058481216,0.4,77000.0,1943.2345420122147,0.025236812233924866,0.09523681223392487
65,5400.0,0,0.055549313,5.0,0.0025629041250795127,0.4,54000.0,55.35872910171748,0.0010251616500318052,0.07102516165003181
55,3970.0,1,0.676195456,0.436665827,0.1334738701581955,0.4,39700.0,2119.565058112145,0.05338954806327821,0.12338954806327822
55,5400.0,4,0.184986787,5.0,0.20183717608451843,0.4,54000.0,4359.683003425598,0.08073487043380738,0.15073487043380737
51,6200.0,0,0.085338293,0.477503628,0.01212178636342287,0.4,62000.0,300.62030181288725,0.004848714545369149,0.07484871454536915
25,2916.0,1,0.0,0.152896812,0.10496179759502411,0.75,29160.0,2295.5145134031773,0.07872134819626808,0.14872134819626806
44,3883.0,4,0.786485406,0.291709578,0.48454047441482545,0.75,38830.0,14111.029966145754,0.3634053558111191,0.43340535581111916
86,5400.0,0,0.0112096,5.0,0.0015653978567570447,0.75,54000.0,63.39861319866031,0.0011740483925677834,0.07117404839256779
56,5000.0,0,0.03833451,0.438912218,0.010483497194945813,0.4,50000.0,209.66994389891627,0.0041933988779783255,0.07419339887797832
55,15000.0,0,0.714980139,0.47090194,0.050048325955867765,0.4,100000.0,2001.9330382347107,0.020019330382347107,0.0900193303823471
64,6833.0,0,0.043032042,0.332016389,0.008155988994985819,0.4,68330.0,222.9194912109524,0.0032623955979943276,0.07326239559799433
53,3500.0,8,1.095083357,0.536703799,0.7250316858291626,0.4,35000.0,10150.443601608276,0.29001267433166505,0.36001267433166506
49,5400.0,0,0.0,5.0,0.009190710820257663,0.4,54000.0,198.51935371756554,0.0036762843281030657,0.07367628432810307
55,3250.0,0,0.9999999,0.156259612,0.09496339410543442,0.75,32500.0,2314.732731319964,0.07122254557907581,0.14122254557907582
80,5000.0,1,0.101430135,0.016196761,0.056084026396274564,0.75,50000.0,2103.150989860296,0.04206301979720591,0.11206301979720593
38,1.0,0,0.025892469,5.0,0.012597592547535896,0.75,1000.0,9.448194410651922,0.009448194410651922,0.07944819441065193
44,21000.0,4,0.762158561,0.224465502,0.358559650182724,0.4,100000.0,14342.38600730896,0.1434238600730896,0.21342386007308958
40,3300.0,0,0.231692268,0.119660709,0.01824937090277672,0.75,33000.0,451.67192984372383,0.01368702817708254,0.08368702817708254
35,5400.0,0,0.114869499,5.0,0.01281883530318737,0.75,54000.0,519.1628297790885,0.009614126477390527,0.07961412647739054
69,3400.0,0,0.035489848,0.308438695,0.007458121981471777,0.4,34000.0,101.43045894801617,0.002983248792588711,0.07298324879258872
64,5200.0,0,0.045423864,0.181311286,0.0034762430004775524,0.4,52000.0,72.30585440993309,0.001390497200191021,0.07139049720019103
61,9866.0,0,0.311954668,0.269281443,0.01872354671359062,0.4,98660.0,738.9060475051404,0.007489418685436249,0.07748941868543625
46,4800.0,0,0.078738916,0.166215372,0.011076617613434791,0.4,48000.0,212.671058177948,0.004430647045373917,0.07443064704537392
49,7272.0,0,0.137609462,0.429533892,0.015647813305258752,0.4,72720.0,455.1635934233666,0.006259125322103501,0.07625912532210351
64,9000.0,0,0.030173038,0.17386957,0.0026269860565662382,0.4,90000.0,94.57149803638458,0.0010507944226264953,0.0710507944226265
40,10000.0,0,0.021978375,0.443755624,0.06337074264883995,0.4,100000.0,2534.829705953598,0.02534829705953598,0.09534829705953599
27,5833.0,0,0.443696851,0.024340075,0.04049622043967247,0.75,58330.0,1771.6084036845716,0.030372165329754355,0.10037216532975436
60,5400.0,0,0.007506793,5.0,0.0023702205624431373,0.4,54000.0,51.19676414877177,0.000948088224977255,0.07094808822497725
92,2650.0,1,0.046640328,0.034326669,0.0519352450966835,0.75,26500.0,1032.2129962965844,0.03895143382251262,0.10895143382251263
50,8750.0,0,0.292365949,0.420180551,0.01804433688521385,0.4,87500.0,631.5517909824848,0.0072177347540855405,0.07721773475408554
64,5400.0,0,0.20808276,5.0,0.011054622754454613,0.4,54000.0,238.77985149621966,0.004421849101781845,0.07442184910178185
66,1937.0,2,0.9999999,0.358101135,0.2930254340171814,0.75,19370.0,4256.926992684603,0.21976907551288605,0.28976907551288605
53,19000.0,0,0.013500824,0.183464028,0.005698774242773652,0.4,100000.0,227.95096971094608,0.0022795096971094607,0.07227950969710946
